system,name,param,mr_score,noon_0,noon_1,ansatz,layers,n_qubits,n_params,depth,n_2q,E_HF,E_FCI,E_VQE,vqe_error,target_error,meets_target
H2,H2_R0.70,0.7,0.8966291482484162,1.173179875415303,0.06980902366371933,HEA,1.0,4,4.0,5.0,3.0,-1.11734903499028,-1.136189454065923,-0.5218855602999384,0.6143038937659846,0.0016,False
H2,H2_R0.70,0.7,0.8966291482484162,1.173179875415303,0.06980902366371933,HEA,2.0,4,8.0,8.0,6.0,-1.11734903499028,-1.136189454065923,-0.4784472716687752,0.6577421823971478,0.0016,False
H2,H2_R0.70,0.7,0.8966291482484162,1.173179875415303,0.06980902366371933,HEA,3.0,4,12.0,11.0,9.0,-1.11734903499028,-1.136189454065923,-1.1355930336710025,0.0005964203949204716,0.0016,True
H2,H2_R0.70,0.7,0.8966291482484162,1.173179875415303,0.06980902366371933,HEA,4.0,4,16.0,14.0,12.0,-1.11734903499028,-1.136189454065923,-1.1361871109868578,2.3430790652145816e-06,0.0016,True
H2,H2_R0.70,0.7,0.8966291482484162,1.173179875415303,0.06980902366371933,HEA,5.0,4,20.0,17.0,15.0,-1.11734903499028,-1.136189454065923,-1.1359918159696383,0.00019763809628470241,0.0016,True
H2,H2_R0.70,0.7,0.8966291482484162,1.173179875415303,0.06980902366371933,HEA,6.0,4,24.0,20.0,18.0,-1.11734903499028,-1.136189454065923,-1.1336051779585317,0.0025842761073913145,0.0016,False
H2,H2_R0.70,0.7,0.8966291482484162,1.173179875415303,0.06980902366371933,HEA_required,3.0,4,,11.0,9.0,-1.11734903499028,-1.136189454065923,-1.1355930336710025,0.0005964203949204716,0.0016,True
H2,H2_R0.70,0.7,0.8966291482484162,1.173179875415303,0.06980902366371933,UCCSD,0.0,4,0.0,0.0,0.0,-1.11734903499028,-1.136189454065923,,,,
H2,H2_R0.91,0.91,0.8419134965062792,1.259682092177337,0.10159558868361629,HEA,1.0,4,4.0,5.0,3.0,-1.089792603961167,-1.11897446374882,-0.5752847827116847,0.5436896810371352,0.0016,False
H2,H2_R0.91,0.91,0.8419134965062792,1.259682092177337,0.10159558868361629,HEA,2.0,4,8.0,8.0,6.0,-1.089792603961167,-1.11897446374882,-0.6893584970349551,0.4296159667138648,0.0016,False
H2,H2_R0.91,0.91,0.8419134965062792,1.259682092177337,0.10159558868361629,HEA,3.0,4,12.0,11.0,9.0,-1.089792603961167,-1.11897446374882,-1.1189711884159703,3.2753328496060163e-06,0.0016,True
H2,H2_R0.91,0.91,0.8419134965062792,1.259682092177337,0.10159558868361629,HEA,4.0,4,16.0,14.0,12.0,-1.089792603961167,-1.11897446374882,-1.1189740211381953,4.4261062459582945e-07,0.0016,True
H2,H2_R0.91,0.91,0.8419134965062792,1.259682092177337,0.10159558868361629,HEA,5.0,4,20.0,17.0,15.0,-1.089792603961167,-1.11897446374882,-1.1187173528784606,0.0002571108703592895,0.0016,True
H2,H2_R0.91,0.91,0.8419134965062792,1.259682092177337,0.10159558868361629,HEA,6.0,4,24.0,20.0,18.0,-1.089792603961167,-1.11897446374882,-0.6883891062440514,0.43058535750476856,0.0016,False
H2,H2_R0.91,0.91,0.8419134965062792,1.259682092177337,0.10159558868361629,HEA_required,3.0,4,,11.0,9.0,-1.089792603961167,-1.11897446374882,-1.1189711884159703,3.2753328496060163e-06,0.0016,True
H2,H2_R0.91,0.91,0.8419134965062792,1.259682092177337,0.10159558868361629,UCCSD,0.0,4,0.0,0.0,0.0,-1.089792603961167,-1.11897446374882,,,,
H2,H2_R1.12,1.12,0.820060260593652,1.3364613993520031,0.15652165994565514,HEA,1.0,4,4.0,5.0,3.0,-1.0309183850566546,-1.0750997514652245,-0.8001745441784984,0.2749252072867261,0.0016,False
H2,H2_R1.12,1.12,0.820060260593652,1.3364613993520031,0.15652165994565514,HEA,2.0,4,8.0,8.0,6.0,-1.0309183850566546,-1.0750997514652245,-0.8001538399966378,0.2749459114685867,0.0016,False
H2,H2_R1.12,1.12,0.820060260593652,1.3364613993520031,0.15652165994565514,HEA,3.0,4,12.0,11.0,9.0,-1.0309183850566546,-1.0750997514652245,-1.0750720966741778,2.76547910467162e-05,0.0016,True
H2,H2_R1.12,1.12,0.820060260593652,1.3364613993520031,0.15652165994565514,HEA,4.0,4,16.0,14.0,12.0,-1.0309183850566546,-1.0750997514652245,-1.0750965156282999,3.2358369246310303e-06,0.0016,True
H2,H2_R1.12,1.12,0.820060260593652,1.3364613993520031,0.15652165994565514,HEA,5.0,4,20.0,17.0,15.0,-1.0309183850566546,-1.0750997514652245,-1.0748916154909363,0.00020813597428825936,0.0016,True
H2,H2_R1.12,1.12,0.820060260593652,1.3364613993520031,0.15652165994565514,HEA,6.0,4,24.0,20.0,18.0,-1.0309183850566546,-1.0750997514652245,-1.0345784007660452,0.04052135069917928,0.0016,False
H2,H2_R1.12,1.12,0.820060260593652,1.3364613993520031,0.15652165994565514,HEA_required,3.0,4,,11.0,9.0,-1.0309183850566546,-1.0750997514652245,-1.0750720966741778,2.76547910467162e-05,0.0016,True
H2,H2_R1.12,1.12,0.820060260593652,1.3364613993520031,0.15652165994565514,UCCSD,0.0,4,0.0,0.0,0.0,-1.0309183850566546,-1.0750997514652245,,,,
H2,H2_R1.33,1.33,0.859393546477421,1.3839360943297754,0.24332964080719643,HEA,1.0,4,4.0,5.0,3.0,-0.9644158954174789,-1.0295964455378634,-0.8613245967639936,0.1682718487738698,0.0016,False
H2,H2_R1.33,1.33,0.859393546477421,1.3839360943297754,0.24332964080719643,HEA,2.0,4,8.0,8.0,6.0,-0.9644158954174789,-1.0295964455378634,-0.8613246165926824,0.168271828945181,0.0016,False
H2,H2_R1.33,1.33,0.859393546477421,1.3839360943297754,0.24332964080719643,HEA,3.0,4,12.0,11.0,9.0,-0.9644158954174789,-1.0295964455378634,-1.0293676326915668,0.00022881284629661103,0.0016,True
H2,H2_R1.33,1.33,0.859393546477421,1.3839360943297754,0.24332964080719643,HEA,4.0,4,16.0,14.0,12.0,-0.9644158954174789,-1.0295964455378634,-1.0295942448078144,2.2007300490844983e-06,0.0016,True
H2,H2_R1.33,1.33,0.859393546477421,1.3839360943297754,0.24332964080719643,HEA,5.0,4,20.0,17.0,15.0,-0.9644158954174789,-1.0295964455378634,-1.0294957170606818,0.00010072847718167743,0.0016,True
H2,H2_R1.33,1.33,0.859393546477421,1.3839360943297754,0.24332964080719643,HEA,6.0,4,24.0,20.0,18.0,-0.9644158954174789,-1.0295964455378634,-0.9725858364284306,0.0570106091094329,0.0016,False
H2,H2_R1.33,1.33,0.859393546477421,1.3839360943297754,0.24332964080719643,HEA_required,3.0,4,,11.0,9.0,-0.9644158954174789,-1.0295964455378634,-1.0293676326915668,0.00022881284629661103,0.0016,True
H2,H2_R1.33,1.33,0.859393546477421,1.3839360943297754,0.24332964080719643,UCCSD,0.0,4,0.0,0.0,0.0,-0.9644158954174789,-1.0295964455378634,,,,
H2,H2_R1.54,1.54,0.9747961137314853,1.3876835808297843,0.3624796945612696,HEA,1.0,4,4.0,5.0,3.0,-0.9000893965562471,-0.9925025287328961,-0.8950927553994219,0.09740977333347423,0.0016,False
H2,H2_R1.54,1.54,0.9747961137314853,1.3876835808297843,0.3624796945612696,HEA,2.0,4,8.0,8.0,6.0,-0.9000893965562471,-0.9925025287328961,-0.8950927552759843,0.09740977345691182,0.0016,False
H2,H2_R1.54,1.54,0.9747961137314853,1.3876835808297843,0.3624796945612696,HEA,3.0,4,12.0,11.0,9.0,-0.9000893965562471,-0.9925025287328961,-0.9919758318032939,0.0005266969296022772,0.0016,True
H2,H2_R1.54,1.54,0.9747961137314853,1.3876835808297843,0.3624796945612696,HEA,4.0,4,16.0,14.0,12.0,-0.9000893965562471,-0.9925025287328961,-0.9925017663630694,7.623698267122947e-07,0.0016,True
H2,H2_R1.54,1.54,0.9747961137314853,1.3876835808297843,0.3624796945612696,HEA,5.0,4,20.0,17.0,15.0,-0.9000893965562471,-0.9925025287328961,-0.9923054077056145,0.0001971210272816437,0.0016,True
H2,H2_R1.54,1.54,0.9747961137314853,1.3876835808297843,0.3624796945612696,HEA,6.0,4,24.0,20.0,18.0,-0.9000893965562471,-0.9925025287328961,-0.8925590500773234,0.09994347865557274,0.0016,False
H2,H2_R1.54,1.54,0.9747961137314853,1.3876835808297843,0.3624796945612696,HEA_required,3.0,4,,11.0,9.0,-0.9000893965562471,-0.9925025287328961,-0.9919758318032939,0.0005266969296022772,0.0016,True
H2,H2_R1.54,1.54,0.9747961137314853,1.3876835808297843,0.3624796945612696,UCCSD,0.0,4,0.0,0.0,0.0,-0.9000893965562471,-0.9925025287328961,,,,
H2,H2_R1.75,1.75,1.1493942620120905,1.349385934735243,0.4987801967473335,HEA,1.0,4,4.0,5.0,3.0,-0.842509356388973,-0.9667731407921705,-0.9134076933459346,0.053365447446235836,0.0016,False
H2,H2_R1.75,1.75,1.1493942620120905,1.349385934735243,0.4987801967473335,HEA,2.0,4,8.0,8.0,6.0,-0.842509356388973,-0.9667731407921705,-0.9134072298709244,0.053365910921246096,0.0016,False
H2,H2_R1.75,1.75,1.1493942620120905,1.349385934735243,0.4987801967473335,HEA,3.0,4,12.0,11.0,9.0,-0.842509356388973,-0.9667731407921705,-0.9134076915679612,0.05336544922420927,0.0016,False
H2,H2_R1.75,1.75,1.1493942620120905,1.349385934735243,0.4987801967473335,HEA,4.0,4,16.0,14.0,12.0,-0.842509356388973,-0.9667731407921705,-0.964951013558503,0.001822127233667481,0.0016,False
H2,H2_R1.75,1.75,1.1493942620120905,1.349385934735243,0.4987801967473335,HEA,5.0,4,20.0,17.0,15.0,-0.842509356388973,-0.9667731407921705,-0.9131810717586226,0.05359206903354785,0.0016,False
H2,H2_R1.75,1.75,1.1493942620120905,1.349385934735243,0.4987801967473335,HEA,6.0,4,24.0,20.0,18.0,-0.842509356388973,-0.9667731407921705,-0.9122150666454155,0.054558074146754953,0.0016,False
H2,H2_R1.75,1.75,1.1493942620120905,1.349385934735243,0.4987801967473335,HEA_required,,4,,,,-0.842509356388973,-0.9667731407921705,,,0.0016,False
H2,H2_R1.75,1.75,1.1493942620120905,1.349385934735243,0.4987801967473335,UCCSD,0.0,4,0.0,0.0,0.0,-0.842509356388973,-0.9667731407921705,,,,
H2,H2_R1.95,1.95,1.3418196894430865,1.2868378658270871,0.6286575552701736,HEA,1.0,4,4.0,5.0,3.0,-0.7933409866327272,-0.9510330869516332,-0.9231365879811134,0.027896498970519823,0.0016,False
H2,H2_R1.95,1.95,1.3418196894430865,1.2868378658270871,0.6286575552701736,HEA,2.0,4,8.0,8.0,6.0,-0.7933409866327272,-0.9510330869516332,-0.9231360731724628,0.02789701377917042,0.0016,False
H2,H2_R1.95,1.95,1.3418196894430865,1.2868378658270871,0.6286575552701736,HEA,3.0,4,12.0,11.0,9.0,-0.7933409866327272,-0.9510330869516332,-0.9231365867527289,0.027896500198904328,0.0016,False
H2,H2_R1.95,1.95,1.3418196894430865,1.2868378658270871,0.6286575552701736,HEA,4.0,4,16.0,14.0,12.0,-0.7933409866327272,-0.9510330869516332,-0.9496224398684464,0.0014106470831868334,0.0016,True
H2,H2_R1.95,1.95,1.3418196894430865,1.2868378658270871,0.6286575552701736,HEA,5.0,4,20.0,17.0,15.0,-0.7933409866327272,-0.9510330869516332,-0.9231581283082598,0.027874958643373415,0.0016,False
H2,H2_R1.95,1.95,1.3418196894430865,1.2868378658270871,0.6286575552701736,HEA,6.0,4,24.0,20.0,18.0,-0.7933409866327272,-0.9510330869516332,-0.9208334009386977,0.030199686012935545,0.0016,False
H2,H2_R1.95,1.95,1.3418196894430865,1.2868378658270871,0.6286575552701736,HEA_required,4.0,4,,14.0,12.0,-0.7933409866327272,-0.9510330869516332,-0.9496224398684464,0.0014106470831868334,0.0016,True
H2,H2_R1.95,1.95,1.3418196894430865,1.2868378658270871,0.6286575552701736,UCCSD,0.0,4,0.0,0.0,0.0,-0.7933409866327272,-0.9510330869516332,,,,
H2,H2_R2.16,2.16,1.5152000037930042,1.2204417160687804,0.7356417198617846,HEA,1.0,4,4.0,5.0,3.0,-0.7526593036761811,-0.9422585895180038,-0.9281916858491344,0.014066903668869424,0.0016,False
H2,H2_R2.16,2.16,1.5152000037930042,1.2204417160687804,0.7356417198617846,HEA,2.0,4,8.0,8.0,6.0,-0.7526593036761811,-0.9422585895180038,-0.9280507583231652,0.014207831194838594,0.0016,False
H2,H2_R2.16,2.16,1.5152000037930042,1.2204417160687804,0.7356417198617846,HEA,3.0,4,12.0,11.0,9.0,-0.7526593036761811,-0.9422585895180038,-0.9281916837816208,0.014066905736383029,0.0016,False
H2,H2_R2.16,2.16,1.5152000037930042,1.2204417160687804,0.7356417198617846,HEA,4.0,4,16.0,14.0,12.0,-0.7526593036761811,-0.9422585895180038,-0.9404724356277143,0.0017861538902894658,0.0016,False
H2,H2_R2.16,2.16,1.5152000037930042,1.2204417160687804,0.7356417198617846,HEA,5.0,4,20.0,17.0,15.0,-0.7526593036761811,-0.9422585895180038,-0.9281902899106957,0.014068299607308044,0.0016,False
H2,H2_R2.16,2.16,1.5152000037930042,1.2204417160687804,0.7356417198617846,HEA,6.0,4,24.0,20.0,18.0,-0.7526593036761811,-0.9422585895180038,-0.9278713572503675,0.014387232267636274,0.0016,False
H2,H2_R2.16,2.16,1.5152000037930042,1.2204417160687804,0.7356417198617846,HEA_required,,4,,,,-0.7526593036761811,-0.9422585895180038,,,0.0016,False
H2,H2_R2.16,2.16,1.5152000037930042,1.2204417160687804,0.7356417198617846,UCCSD,0.0,4,0.0,0.0,0.0,-0.7526593036761811,-0.9422585895180038,,,,
H2,H2_R2.37,2.37,1.6536938883876213,1.1623086739313855,0.8160025623190068,HEA,1.0,4,4.0,5.0,3.0,-0.719697276693124,-0.9376571397079378,-0.9307591589538448,0.0068979807540930915,0.0016,False
H2,H2_R2.37,2.37,1.6536938883876213,1.1623086739313855,0.8160025623190068,HEA,2.0,4,8.0,8.0,6.0,-0.719697276693124,-0.9376571397079378,-0.9307578923492918,0.006899247358645999,0.0016,False
H2,H2_R2.37,2.37,1.6536938883876213,1.1623086739313855,0.8160025623190068,HEA,3.0,4,12.0,11.0,9.0,-0.719697276693124,-0.9376571397079378,-0.930759157944562,0.00689798176337586,0.0016,False
H2,H2_R2.37,2.37,1.6536938883876213,1.1623086739313855,0.8160025623190068,HEA,4.0,4,16.0,14.0,12.0,-0.719697276693124,-0.9376571397079378,-0.9364875863751345,0.0011695533328033303,0.0016,True
H2,H2_R2.37,2.37,1.6536938883876213,1.1623086739313855,0.8160025623190068,HEA,5.0,4,20.0,17.0,15.0,-0.719697276693124,-0.9376571397079378,-0.930436986150281,0.0072201535576568165,0.0016,False
H2,H2_R2.37,2.37,1.6536938883876213,1.1623086739313855,0.8160025623190068,HEA,6.0,4,24.0,20.0,18.0,-0.719697276693124,-0.9376571397079378,-0.9299037325252574,0.007753407182680472,0.0016,False
H2,H2_R2.37,2.37,1.6536938883876213,1.1623086739313855,0.8160025623190068,HEA_required,4.0,4,,14.0,12.0,-0.719697276693124,-0.9376571397079378,-0.9364875863751345,0.0011695533328033303,0.0016,True
H2,H2_R2.37,2.37,1.6536938883876213,1.1623086739313855,0.8160025623190068,UCCSD,0.0,4,0.0,0.0,0.0,-0.719697276693124,-0.9376571397079378,,,,
H2,H2_R2.58,2.58,1.7575254064055137,1.1160963641885768,0.8736217705940905,HEA,1.0,4,4.0,5.0,3.0,-0.6933446723596243,-0.9353314216673979,-0.9320327841170732,0.003298637550324668,0.0016,False
H2,H2_R2.58,2.58,1.7575254064055137,1.1160963641885768,0.8736217705940905,HEA,2.0,4,8.0,8.0,6.0,-0.6933446723596243,-0.9353314216673979,-0.9320327840700177,0.0032986375973802495,0.0016,False
H2,H2_R2.58,2.58,1.7575254064055137,1.1160963641885768,0.8736217705940905,HEA,3.0,4,12.0,11.0,9.0,-0.6933446723596243,-0.9353314216673979,-0.9320327831776056,0.0032986384897922827,0.0016,False
H2,H2_R2.58,2.58,1.7575254064055137,1.1160963641885768,0.8736217705940905,HEA,4.0,4,16.0,14.0,12.0,-0.6933446723596243,-0.9353314216673979,-0.9345946684987675,0.0007367531686304218,0.0016,True
H2,H2_R2.58,2.58,1.7575254064055137,1.1160963641885768,0.8736217705940905,HEA,5.0,4,20.0,17.0,15.0,-0.6933446723596243,-0.9353314216673979,-0.9319161434961097,0.003415278171288172,0.0016,False
H2,H2_R2.58,2.58,1.7575254064055137,1.1160963641885768,0.8736217705940905,HEA,6.0,4,24.0,20.0,18.0,-0.6933446723596243,-0.9353314216673979,-0.9319087636155828,0.003422658051815075,0.0016,False
H2,H2_R2.58,2.58,1.7575254064055137,1.1160963641885768,0.8736217705940905,HEA_required,4.0,4,,14.0,12.0,-0.6933446723596243,-0.9353314216673979,-0.9345946684987675,0.0007367531686304218,0.0016,True
H2,H2_R2.58,2.58,1.7575254064055137,1.1160963641885768,0.8736217705940905,UCCSD,0.0,4,0.0,0.0,0.0,-0.6933446723596243,-0.9353314216673979,,,,
H2,H2_R2.79,2.79,1.8329547787468705,1.0811743333761106,0.9141291121229811,HEA,1.0,4,4.0,5.0,3.0,-0.6724685575232496,-0.9341845556628534,-0.9326480679996038,0.0015364876632496527,0.0016,True
H2,H2_R2.79,2.79,1.8329547787468705,1.0811743333761106,0.9141291121229811,HEA,2.0,4,8.0,8.0,6.0,-0.6724685575232496,-0.9341845556628534,-0.9326481680596916,0.0015363876031617707,0.0016,True
H2,H2_R2.79,2.79,1.8329547787468705,1.0811743333761106,0.9141291121229811,HEA,3.0,4,12.0,11.0,9.0,-0.6724685575232496,-0.9341845556628534,-0.9326481712884209,0.0015363843744324868,0.0016,True
H2,H2_R2.79,2.79,1.8329547787468705,1.0811743333761106,0.9141291121229811,HEA,4.0,4,16.0,14.0,12.0,-0.6724685575232496,-0.9341845556628534,-0.9337694826542658,0.00041507300858756313,0.0016,True
H2,H2_R2.79,2.79,1.8329547787468705,1.0811743333761106,0.9141291121229811,HEA,5.0,4,20.0,17.0,15.0,-0.6724685575232496,-0.9341845556628534,-0.931682875301367,0.002501680361486458,0.0016,False
H2,H2_R2.79,2.79,1.8329547787468705,1.0811743333761106,0.9141291121229811,HEA,6.0,4,24.0,20.0,18.0,-0.6724685575232496,-0.9341845556628534,-0.9326140414736924,0.0015705141891609875,0.0016,True
H2,H2_R2.79,2.79,1.8329547787468705,1.0811743333761106,0.9141291121229811,HEA_required,1.0,4,,5.0,3.0,-0.6724685575232496,-0.9341845556628534,-0.9326480679996038,0.0015364876632496527,0.0016,True
H2,H2_R2.79,2.79,1.8329547787468705,1.0811743333761106,0.9141291121229811,UCCSD,0.0,4,0.0,0.0,0.0,-0.6724685575232496,-0.9341845556628534,,,,
H2,H2_R3.00,3.0,1.8867110435959156,1.0556100002443503,0.9423210438402658,HEA,1.0,4,4.0,5.0,3.0,-0.656048251145591,-0.9336318445584986,-0.932936493131254,0.0006953514272445283,0.0016,True
H2,H2_R3.00,3.0,1.8867110435959156,1.0556100002443503,0.9423210438402658,HEA,2.0,4,8.0,8.0,6.0,-0.656048251145591,-0.9336318445584986,-0.9329282933599294,0.0007035511985691301,0.0016,True
H2,H2_R3.00,3.0,1.8867110435959156,1.0556100002443503,0.9423210438402658,HEA,3.0,4,12.0,11.0,9.0,-0.656048251145591,-0.9336318445584986,-0.9329364925947126,0.0006953519637860062,0.0016,True
H2,H2_R3.00,3.0,1.8867110435959156,1.0556100002443503,0.9423210438402658,HEA,4.0,4,16.0,14.0,12.0,-0.656048251145591,-0.9336318445584986,-0.9334042759102779,0.00022756864822071066,0.0016,True
H2,H2_R3.00,3.0,1.8867110435959156,1.0556100002443503,0.9423210438402658,HEA,5.0,4,20.0,17.0,15.0,-0.656048251145591,-0.9336318445584986,-0.9316590282253379,0.0019728163331607096,0.0016,False
H2,H2_R3.00,3.0,1.8867110435959156,1.0556100002443503,0.9423210438402658,HEA,6.0,4,24.0,20.0,18.0,-0.656048251145591,-0.9336318445584986,-0.9329226834399745,0.0007091611185240376,0.0016,True
H2,H2_R3.00,3.0,1.8867110435959156,1.0556100002443503,0.9423210438402658,HEA_required,1.0,4,,5.0,3.0,-0.656048251145591,-0.9336318445584986,-0.932936493131254,0.0006953514272445283,0.0016,True
H2,H2_R3.00,3.0,1.8867110435959156,1.0556100002443503,0.9423210438402658,UCCSD,0.0,4,0.0,0.0,0.0,-0.656048251145591,-0.9336318445584986,,,,
